id,query,intent_json,input_prompt,target_json
847,sandalwood drama movies,"{""genre"": ""Drama"", ""language"": ""Kannada""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: sandalwood drama movies
JSON:","{""genre"": ""Drama"", ""language"": ""Kannada""}"
2552,family family movies 2024,"{""audience"": ""family"", ""genre"": ""Family"", ""year"": 2024}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: family family movies 2024
JSON:","{""audience"": ""family"", ""genre"": ""Family"", ""year"": 2024}"
2929,tearjerker marathi film,"{""language"": ""Marathi"", ""mood"": ""tearjerker""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: tearjerker marathi film
JSON:","{""language"": ""Marathi"", ""mood"": ""tearjerker""}"
118,new on Disney+ Hotstar,"{""platform"": ""Disney+ Hotstar"", ""recency"": ""latest""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: new on Disney+ Hotstar
JSON:","{""platform"": ""Disney+ Hotstar"", ""recency"": ""latest""}"
646,marathi family movies,"{""genre"": ""Family"", ""language"": ""Marathi""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: marathi family movies
JSON:","{""genre"": ""Family"", ""language"": ""Marathi""}"
4,marathi comedy web series,"{""content_type"": ""Web Series"", ""genre"": ""Comedy"", ""language"": ""Marathi""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: marathi comedy web series
JSON:","{""content_type"": ""Web Series"", ""genre"": ""Comedy"", ""language"": ""Marathi""}"
4171,mard ko dard nahi hota review,"{""query_type"": ""rating/review"", ""title"": ""Mard Ko Dard Nahi Hota""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: mard ko dard nahi hota review
JSON:","{""query_type"": ""rating/review"", ""title"": ""Mard Ko Dard Nahi Hota""}"
468,Disney+ Hotstar original,"{""badge"": ""Original"", ""platform"": ""Disney+ Hotstar""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: Disney+ Hotstar original
JSON:","{""badge"": ""Original"", ""platform"": ""Disney+ Hotstar""}"
6,jawan review,"{""query_type"": ""rating/review"", ""title"": ""Jawan""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: jawan review
JSON:","{""query_type"": ""rating/review"", ""title"": ""Jawan""}"
920,best crime movies of 2020,"{""genre"": ""Crime"", ""rating_type"": ""top rated"", ""year"": 2020}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best crime movies of 2020
JSON:","{""genre"": ""Crime"", ""rating_type"": ""top rated"", ""year"": 2020}"
2596,family mystery movies 2025,"{""audience"": ""family"", ""genre"": ""Mystery"", ""year"": 2025}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: family mystery movies 2025
JSON:","{""audience"": ""family"", ""genre"": ""Mystery"", ""year"": 2025}"
1064,movies like sardar udham,"{""similar_to"": ""Sardar Udham""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: movies like sardar udham
JSON:","{""similar_to"": ""Sardar Udham""}"
2591,best comedy movies of 2024,"{""genre"": ""Comedy"", ""rating_type"": ""top rated"", ""year"": 2024}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best comedy movies of 2024
JSON:","{""genre"": ""Comedy"", ""rating_type"": ""top rated"", ""year"": 2024}"
243,best horror movies of 2023,"{""genre"": ""Horror"", ""rating_type"": ""top rated"", ""year"": 2023}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best horror movies of 2023
JSON:","{""genre"": ""Horror"", ""rating_type"": ""top rated"", ""year"": 2023}"
1161,new bhojpuri psychological thriller,"{""genre"": ""Psychological thriller"", ""language"": ""Bhojpuri"", ""recency"": ""latest""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: new bhojpuri psychological thriller
JSON:","{""genre"": ""Psychological thriller"", ""language"": ""Bhojpuri"", ""recency"": ""latest""}"
2871,taapsee 2019 movie,"{""actor"": ""Taapsee Pannu"", ""year"": 2019}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: taapsee 2019 movie
JSON:","{""actor"": ""Taapsee Pannu"", ""year"": 2019}"
3736,best of vijay deverakonda,"{""actor"": ""Vijay Deverakonda"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best of vijay deverakonda
JSON:","{""actor"": ""Vijay Deverakonda"", ""rating_type"": ""top rated""}"
2398,blockbuster 2020 films,"{""rating_type"": ""blockbuster"", ""year"": 2020}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: blockbuster 2020 films
JSON:","{""rating_type"": ""blockbuster"", ""year"": 2020}"
3518,bajrangi bhaijaan ka rating kya hai,"{""query_type"": ""rating/review"", ""title"": ""Bajrangi Bhaijaan""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: bajrangi bhaijaan ka rating kya hai
JSON:","{""query_type"": ""rating/review"", ""title"": ""Bajrangi Bhaijaan""}"
3422,gehraiyaan online,"{""title"": ""Gehraiyaan""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: gehraiyaan online
JSON:","{""title"": ""Gehraiyaan""}"
2564,nawaz ka war,"{""actor"": ""Nawazuddin Siddiqui"", ""title"": ""War""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: nawaz ka war
JSON:","{""actor"": ""Nawazuddin Siddiqui"", ""title"": ""War""}"
1606,family horror movies 2024,"{""audience"": ""family"", ""genre"": ""Horror"", ""year"": 2024}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: family horror movies 2024
JSON:","{""audience"": ""family"", ""genre"": ""Horror"", ""year"": 2024}"
4829,is dasara worth watching,"{""query_type"": ""rating/review"", ""title"": ""Dasara""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is dasara worth watching
JSON:","{""query_type"": ""rating/review"", ""title"": ""Dasara""}"
2325,is pushpa available on SonyLIV,"{""platform"": ""SonyLIV"", ""query_type"": ""availability"", ""title"": ""Pushpa""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is pushpa available on SonyLIV
JSON:","{""platform"": ""SonyLIV"", ""query_type"": ""availability"", ""title"": ""Pushpa""}"
2710,aamir khan dasara movie,"{""actor"": ""Aamir Khan"", ""title"": ""Dasara""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: aamir khan dasara movie
JSON:","{""actor"": ""Aamir Khan"", ""title"": ""Dasara""}"
4399,tiger shroff rrr movie,"{""actor"": ""Tiger Shroff"", ""title"": ""RRR""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: tiger shroff rrr movie
JSON:","{""actor"": ""Tiger Shroff"", ""title"": ""RRR""}"
1313,movies by karan johar,"{""director"": ""Karan Johar""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: movies by karan johar
JSON:","{""director"": ""Karan Johar""}"
3449,best tollywood OTT show,"{""content_type"": ""Web Series"", ""language"": ""Telugu"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best tollywood OTT show
JSON:","{""content_type"": ""Web Series"", ""language"": ""Telugu"", ""rating_type"": ""top rated""}"
3813,vidya ki films,"{""actor"": ""Vidya Balan""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: vidya ki films
JSON:","{""actor"": ""Vidya Balan""}"
4656,an action hero,"{""title"": ""An Action Hero""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: an action hero
JSON:","{""title"": ""An Action Hero""}"
2363,the family man imdb rating,"{""query_type"": ""rating/review"", ""title"": ""The Family Man""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: the family man imdb rating
JSON:","{""query_type"": ""rating/review"", ""title"": ""The Family Man""}"
1976,akki mard ko dard nahi hota movie,"{""actor"": ""Akshay Kumar"", ""title"": ""Mard Ko Dard Nahi Hota""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: akki mard ko dard nahi hota movie
JSON:","{""actor"": ""Akshay Kumar"", ""title"": ""Mard Ko Dard Nahi Hota""}"
3515,khiladi ke saare movies,"{""actor"": ""Akshay Kumar""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: khiladi ke saare movies
JSON:","{""actor"": ""Akshay Kumar""}"
1762,dips new movie drishyam 2,"{""actor"": ""Deepika Padukone"", ""recency"": ""latest"", ""title"": ""Drishyam 2""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: dips new movie drishyam 2
JSON:","{""actor"": ""Deepika Padukone"", ""recency"": ""latest"", ""title"": ""Drishyam 2""}"
2740,nawaz ka 2024 wala,"{""actor"": ""Nawazuddin Siddiqui"", ""year"": 2024}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: nawaz ka 2024 wala
JSON:","{""actor"": ""Nawazuddin Siddiqui"", ""year"": 2024}"
4845,phone bhoot film,"{""title"": ""Phone Bhoot""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: phone bhoot film
JSON:","{""title"": ""Phone Bhoot""}"
2473,family dark comedy movies 2025,"{""audience"": ""family"", ""genre"": ""Dark comedy"", ""year"": 2025}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: family dark comedy movies 2025
JSON:","{""audience"": ""family"", ""genre"": ""Dark comedy"", ""year"": 2025}"
4008,is animal available on Jio Cinema,"{""platform"": ""Jio Cinema"", ""query_type"": ""availability"", ""title"": ""Animal""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is animal available on Jio Cinema
JSON:","{""platform"": ""Jio Cinema"", ""query_type"": ""availability"", ""title"": ""Animal""}"
1494,what are good comedy films on Disney+ Hotstar,"{""genre"": ""Comedy"", ""platform"": ""Disney+ Hotstar"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: what are good comedy films on Disney+ Hotstar
JSON:","{""genre"": ""Comedy"", ""platform"": ""Disney+ Hotstar"", ""rating_type"": ""top rated""}"
4207,top rated Telugu sci-fi,"{""genre"": ""Sci-Fi"", ""language"": ""Telugu"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: top rated Telugu sci-fi
JSON:","{""genre"": ""Sci-Fi"", ""language"": ""Telugu"", ""rating_type"": ""top rated""}"
2159,kabir singh type movie,"{""similar_to"": ""Kabir Singh""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: kabir singh type movie
JSON:","{""similar_to"": ""Kabir Singh""}"
1170,best t'wood mystery,"{""genre"": ""Mystery"", ""language"": ""Telugu"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best t'wood mystery
JSON:","{""genre"": ""Mystery"", ""language"": ""Telugu"", ""rating_type"": ""top rated""}"
4517,dulquer wali sardar udham,"{""actor"": ""Dulquer Salmaan"", ""title"": ""Sardar Udham""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: dulquer wali sardar udham
JSON:","{""actor"": ""Dulquer Salmaan"", ""title"": ""Sardar Udham""}"
